# finding_id	entity_id	entity_kind	entity_file	finding_type	claim_locator
CV914-0164	IND-BREAST-HR-POS-MAINT-CDK46I	Indication	ind_breast_hr_pos_maint_cdk46i.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:296
CV914-0165	IND-BREAST-HR-POS-MAINT-CDK46I	Indication	ind_breast_hr_pos_maint_cdk46i.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:297
CV914-0166	IND-BREAST-HR-POS-MAINT-CDK46I	Indication	ind_breast_hr_pos_maint_cdk46i.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:298
CV914-0167	IND-BREAST-HR-POS-MAINT-CDK46I	Indication	ind_breast_hr_pos_maint_cdk46i.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:299
CV914-0168	IND-PROSTATE-MHSPC-1L-ARPI-DOUBLET	Indication	ind_prostate_mhspc_1l_arpi_doublet.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:302
CV914-0169	IND-PROSTATE-MHSPC-1L-ARPI-DOUBLET	Indication	ind_prostate_mhspc_1l_arpi_doublet.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:303
CV914-0170	IND-PROSTATE-MHSPC-1L-ARPI-DOUBLET	Indication	ind_prostate_mhspc_1l_arpi_doublet.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:304
CV914-0171	IND-PROSTATE-MHSPC-1L-ARPI-DOUBLET	Indication	ind_prostate_mhspc_1l_arpi_doublet.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:305
CV914-0172	BMA-BARD1-GERMLINE-OVARIAN	BMA	bma_bard1_germline_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:308
CV914-0173	BMA-BARD1-GERMLINE-OVARIAN	BMA	bma_bard1_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:309
CV914-0174	BMA-BARD1-GERMLINE-OVARIAN	BMA	bma_bard1_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:310
CV914-0175	BMA-BCR-ABL1-E255K-CML	BMA	bma_bcr_abl1_e255k_cml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:313
CV914-0176	BMA-BCR-ABL1-E255K-CML	BMA	bma_bcr_abl1_e255k_cml.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:314
CV914-0177	BMA-BCR-ABL1-E255K-CML	BMA	bma_bcr_abl1_e255k_cml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:315
CV914-0178	BMA-BCR-ABL1-F317L-BALL	BMA	bma_bcr_abl1_f317l_ball.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:318
CV914-0179	BMA-BCR-ABL1-F317L-BALL	BMA	bma_bcr_abl1_f317l_ball.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:319
CV914-0180	BMA-BCR-ABL1-F317L-BALL	BMA	bma_bcr_abl1_f317l_ball.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:320
CV914-0181	BMA-BCR-ABL1-T315I-BALL	BMA	bma_bcr_abl1_t315i_ball.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:323
CV914-0182	BMA-BCR-ABL1-T315I-BALL	BMA	bma_bcr_abl1_t315i_ball.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:324
CV914-0183	BMA-BCR-ABL1-T315I-BALL	BMA	bma_bcr_abl1_t315i_ball.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:325
CV914-0184	BMA-BCR-ABL1-T315I-CML	BMA	bma_bcr_abl1_t315i_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:328
CV914-0185	BMA-BCR-ABL1-T315I-CML	BMA	bma_bcr_abl1_t315i_cml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:329
CV914-0186	BMA-BCR-ABL1-T315I-CML	BMA	bma_bcr_abl1_t315i_cml.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:330
CV914-0187	BMA-BRAF-V600E-CRC	BMA	bma_braf_v600e_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:333
CV914-0188	BMA-BRAF-V600E-CRC	BMA	bma_braf_v600e_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:334
CV914-0189	BMA-BRAF-V600E-CRC	BMA	bma_braf_v600e_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:335
CV914-0190	BMA-BRAF-V600E-HCL	BMA	bma_braf_v600e_hcl.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:338
CV914-0191	BMA-BRAF-V600E-HCL	BMA	bma_braf_v600e_hcl.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:339
CV914-0192	BMA-BRAF-V600E-HCL	BMA	bma_braf_v600e_hcl.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:340
CV914-0193	BMA-BRAF-V600E-MELANOMA	BMA	bma_braf_v600e_melanoma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:343
CV914-0194	BMA-BRAF-V600E-MELANOMA	BMA	bma_braf_v600e_melanoma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:344
CV914-0195	BMA-BRAF-V600E-MELANOMA	BMA	bma_braf_v600e_melanoma.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:345
CV914-0196	BMA-BRAF-V600K-MELANOMA	BMA	bma_braf_v600k_melanoma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:348
CV914-0197	BMA-BRAF-V600K-MELANOMA	BMA	bma_braf_v600k_melanoma.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:349
CV914-0198	BMA-BRAF-V600K-MELANOMA	BMA	bma_braf_v600k_melanoma.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:350
CV914-0199	BMA-BRCA1-SOMATIC-OVARIAN	BMA	bma_brca1_somatic_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:353
CV914-0200	BMA-BRCA1-SOMATIC-OVARIAN	BMA	bma_brca1_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:354
CV914-0201	BMA-BRCA1-SOMATIC-OVARIAN	BMA	bma_brca1_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:355
CV914-0202	BMA-BRCA1-SOMATIC-PROSTATE	BMA	bma_brca1_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:358
CV914-0203	BMA-BRCA1-SOMATIC-PROSTATE	BMA	bma_brca1_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:359
CV914-0204	BMA-BRCA1-SOMATIC-PROSTATE	BMA	bma_brca1_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:360
CV914-0205	BMA-BRCA2-SOMATIC-OVARIAN	BMA	bma_brca2_somatic_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:363
CV914-0206	BMA-BRCA2-SOMATIC-OVARIAN	BMA	bma_brca2_somatic_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:364
CV914-0207	BMA-BRCA2-SOMATIC-OVARIAN	BMA	bma_brca2_somatic_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:365
CV914-0208	BMA-BRCA2-SOMATIC-PROSTATE	BMA	bma_brca2_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:368
CV914-0209	BMA-BRCA2-SOMATIC-PROSTATE	BMA	bma_brca2_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:369
CV914-0210	BMA-BRCA2-SOMATIC-PROSTATE	BMA	bma_brca2_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:370
CV914-0211	BMA-BRIP1-GERMLINE-OVARIAN	BMA	bma_brip1_germline_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:373
CV914-0212	BMA-BRIP1-GERMLINE-OVARIAN	BMA	bma_brip1_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:374
CV914-0213	BMA-BRIP1-GERMLINE-OVARIAN	BMA	bma_brip1_germline_ovarian.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:375
CV914-0214	BMA-EGFR-EX20INS-NSCLC	BMA	bma_egfr_ex20ins_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:378
CV914-0215	BMA-EGFR-EX20INS-NSCLC	BMA	bma_egfr_ex20ins_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:379
CV914-0216	BMA-EGFR-EX20INS-NSCLC	BMA	bma_egfr_ex20ins_nsclc.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:380
CV914-0217	BMA-EPCAM-GERMLINE-CRC	BMA	bma_epcam_germline_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:383
CV914-0218	BMA-EPCAM-GERMLINE-CRC	BMA	bma_epcam_germline_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:384
CV914-0219	BMA-EPCAM-GERMLINE-CRC	BMA	bma_epcam_germline_crc.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:385
CV914-0220	BMA-EPCAM-GERMLINE-ENDOMETRIAL	BMA	bma_epcam_germline_endometrial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:388
CV914-0221	BMA-EPCAM-GERMLINE-ENDOMETRIAL	BMA	bma_epcam_germline_endometrial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:389
CV914-0222	BMA-EPCAM-GERMLINE-ENDOMETRIAL	BMA	bma_epcam_germline_endometrial.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:390
CV914-0223	BMA-FGFR2-MUTATION-UROTHELIAL	BMA	bma_fgfr2_mutation_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:393
CV914-0224	BMA-FGFR2-MUTATION-UROTHELIAL	BMA	bma_fgfr2_mutation_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:394
CV914-0225	BMA-FGFR2-MUTATION-UROTHELIAL	BMA	bma_fgfr2_mutation_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:395
CV914-0226	BMA-FGFR3-TACC3-UROTHELIAL	BMA	bma_fgfr3_tacc3_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:398
CV914-0227	BMA-FGFR3-TACC3-UROTHELIAL	BMA	bma_fgfr3_tacc3_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:399
CV914-0228	BMA-FGFR3-TACC3-UROTHELIAL	BMA	bma_fgfr3_tacc3_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:400
CV914-0229	BMA-FLT3-D835-AML	BMA	bma_flt3_d835_aml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:403
CV914-0230	BMA-FLT3-D835-AML	BMA	bma_flt3_d835_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:404
CV914-0231	BMA-FLT3-D835-AML	BMA	bma_flt3_d835_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:405
CV914-0232	BMA-FLT3-F691L-AML	BMA	bma_flt3_f691l_aml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:408
CV914-0233	BMA-FLT3-F691L-AML	BMA	bma_flt3_f691l_aml.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:409
CV914-0234	BMA-FLT3-F691L-AML	BMA	bma_flt3_f691l_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:410
CV914-0235	BMA-IDH1-R132C-AML	BMA	bma_idh1_r132c_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:413
CV914-0236	BMA-IDH1-R132C-AML	BMA	bma_idh1_r132c_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:414
CV914-0237	BMA-IDH1-R132C-AML	BMA	bma_idh1_r132c_aml.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:415
CV914-0238	BMA-KRAS-G12C-CRC	BMA	bma_kras_g12c_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:418
CV914-0239	BMA-KRAS-G12C-CRC	BMA	bma_kras_g12c_crc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:419
CV914-0240	BMA-KRAS-G12C-CRC	BMA	bma_kras_g12c_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:420
CV914-0241	BMA-KRAS-G12C-NSCLC	BMA	bma_kras_g12c_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:423
CV914-0242	BMA-KRAS-G12C-NSCLC	BMA	bma_kras_g12c_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:424
CV914-0243	BMA-KRAS-G12C-NSCLC	BMA	bma_kras_g12c_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:425
CV914-0244	BMA-MLH1-GERMLINE-GASTRIC	BMA	bma_mlh1_germline_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:428
CV914-0245	BMA-MLH1-GERMLINE-GASTRIC	BMA	bma_mlh1_germline_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:429
CV914-0246	BMA-MLH1-GERMLINE-GASTRIC	BMA	bma_mlh1_germline_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:430
CV914-0247	BMA-MLH1-SOMATIC-GASTRIC	BMA	bma_mlh1_somatic_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:433
CV914-0248	BMA-MLH1-SOMATIC-GASTRIC	BMA	bma_mlh1_somatic_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:434
CV914-0249	BMA-MLH1-SOMATIC-GASTRIC	BMA	bma_mlh1_somatic_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:435
CV914-0250	BMA-MSH2-GERMLINE-GASTRIC	BMA	bma_msh2_germline_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:438
CV914-0251	BMA-MSH2-GERMLINE-GASTRIC	BMA	bma_msh2_germline_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:439
CV914-0252	BMA-MSH2-GERMLINE-GASTRIC	BMA	bma_msh2_germline_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:440
CV914-0253	BMA-MSH2-SOMATIC-GASTRIC	BMA	bma_msh2_somatic_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:443
CV914-0254	BMA-MSH2-SOMATIC-GASTRIC	BMA	bma_msh2_somatic_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:444
CV914-0255	BMA-MSH2-SOMATIC-GASTRIC	BMA	bma_msh2_somatic_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:445
CV914-0256	BMA-MSH6-GERMLINE-GASTRIC	BMA	bma_msh6_germline_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:448
CV914-0257	BMA-MSH6-GERMLINE-GASTRIC	BMA	bma_msh6_germline_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:449
CV914-0258	BMA-MSH6-GERMLINE-GASTRIC	BMA	bma_msh6_germline_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:450
CV914-0259	BMA-MSH6-SOMATIC-GASTRIC	BMA	bma_msh6_somatic_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:453
CV914-0260	BMA-MSH6-SOMATIC-GASTRIC	BMA	bma_msh6_somatic_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:454
CV914-0261	BMA-MSH6-SOMATIC-GASTRIC	BMA	bma_msh6_somatic_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:455
CV914-0262	BMA-MYD88-L265P-HCV-MZL	BMA	bma_myd88_l265p_hcv_mzl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:458
CV914-0263	BMA-MYD88-L265P-HCV-MZL	BMA	bma_myd88_l265p_hcv_mzl.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:459
CV914-0264	BMA-MYD88-L265P-HCV-MZL	BMA	bma_myd88_l265p_hcv_mzl.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:460
CV914-0265	BMA-MYD88-L265P-NODAL-MZL	BMA	bma_myd88_l265p_nodal_mzl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:463
CV914-0266	BMA-MYD88-L265P-NODAL-MZL	BMA	bma_myd88_l265p_nodal_mzl.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:464
CV914-0267	BMA-MYD88-L265P-NODAL-MZL	BMA	bma_myd88_l265p_nodal_mzl.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:465
CV914-0268	BMA-MYD88-L265P-SPLENIC-MZL	BMA	bma_myd88_l265p_splenic_mzl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:468
CV914-0269	BMA-MYD88-L265P-SPLENIC-MZL	BMA	bma_myd88_l265p_splenic_mzl.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:469
CV914-0270	BMA-MYD88-L265P-SPLENIC-MZL	BMA	bma_myd88_l265p_splenic_mzl.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:470
CV914-0271	BMA-PMS2-GERMLINE-GASTRIC	BMA	bma_pms2_germline_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:473
CV914-0272	BMA-PMS2-GERMLINE-GASTRIC	BMA	bma_pms2_germline_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:474
CV914-0273	BMA-PMS2-GERMLINE-GASTRIC	BMA	bma_pms2_germline_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:475
CV914-0274	BMA-PMS2-SOMATIC-GASTRIC	BMA	bma_pms2_somatic_gastric.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:478
CV914-0275	BMA-PMS2-SOMATIC-GASTRIC	BMA	bma_pms2_somatic_gastric.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:479
CV914-0276	BMA-PMS2-SOMATIC-GASTRIC	BMA	bma_pms2_somatic_gastric.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:480
CV914-0277	BMA-RET-CCDC6-NSCLC	BMA	bma_ret_ccdc6_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:483
CV914-0278	BMA-RET-CCDC6-NSCLC	BMA	bma_ret_ccdc6_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:484
CV914-0279	BMA-RET-CCDC6-NSCLC	BMA	bma_ret_ccdc6_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:485
CV914-0280	BMA-RET-FUSION-THYROID-PAPILLARY	BMA	bma_ret_fusion_thyroid_papillary.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:488
CV914-0281	BMA-RET-FUSION-THYROID-PAPILLARY	BMA	bma_ret_fusion_thyroid_papillary.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:489
CV914-0282	BMA-RET-FUSION-THYROID-PAPILLARY	BMA	bma_ret_fusion_thyroid_papillary.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:490
CV914-0283	BMA-ROS1-G2032R-NSCLC	BMA	bma_ros1_g2032r_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:493
CV914-0284	BMA-ROS1-G2032R-NSCLC	BMA	bma_ros1_g2032r_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:494
CV914-0285	BMA-ROS1-G2032R-NSCLC	BMA	bma_ros1_g2032r_nsclc.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:495
CV914-0286	BMA-TP53-MUT-BREAST	BMA	bma_tp53_mut_breast.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:498
CV914-0287	BMA-TP53-MUT-BREAST	BMA	bma_tp53_mut_breast.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:499
CV914-0288	BMA-TP53-MUT-BREAST	BMA	bma_tp53_mut_breast.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:500
CV914-0289	IND-CML-1L-2GEN-TKI	Indication	ind_cml_1l_2gen_tki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:503
CV914-0290	IND-CML-1L-2GEN-TKI	Indication	ind_cml_1l_2gen_tki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:504
CV914-0291	IND-CML-1L-2GEN-TKI	Indication	ind_cml_1l_2gen_tki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:505
CV914-0292	IND-ENDOMETRIAL-ADVANCED-1L-PEMBRO-CHEMO	Indication	ind_endometrial_advanced_1l_pembro_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:508
CV914-0293	IND-ENDOMETRIAL-ADVANCED-1L-PEMBRO-CHEMO	Indication	ind_endometrial_advanced_1l_pembro_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:509
CV914-0294	IND-ENDOMETRIAL-ADVANCED-1L-PEMBRO-CHEMO	Indication	ind_endometrial_advanced_1l_pembro_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:510
CV914-0295	IND-MTC-ADVANCED-1L-SELPERCATINIB	Indication	ind_mtc_advanced_1l_selpercatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:513
CV914-0296	IND-MTC-ADVANCED-1L-SELPERCATINIB	Indication	ind_mtc_advanced_1l_selpercatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:514
CV914-0297	IND-MTC-ADVANCED-1L-SELPERCATINIB	Indication	ind_mtc_advanced_1l_selpercatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:515
CV914-0298	IND-NSCLC-ALK-MAINT-ALECTINIB	Indication	ind_nsclc_alk_maint_alectinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:518
CV914-0299	IND-NSCLC-ALK-MAINT-ALECTINIB	Indication	ind_nsclc_alk_maint_alectinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:519
CV914-0300	IND-NSCLC-ALK-MAINT-ALECTINIB	Indication	ind_nsclc_alk_maint_alectinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:520
CV914-0301	REG-2GEN-TKI-CML	Regimen	dasatinib_or_nilotinib_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:523
CV914-0302	REG-2GEN-TKI-CML	Regimen	dasatinib_or_nilotinib_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:524
CV914-0303	REG-2GEN-TKI-CML	Regimen	dasatinib_or_nilotinib_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:525
CV914-0304	BMA-ALK-EML4-V1-NSCLC	BMA	bma_alk_eml4_v1_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:528
CV914-0305	BMA-ALK-EML4-V1-NSCLC	BMA	bma_alk_eml4_v1_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:529
CV914-0306	BMA-ALK-EML4-V3-NSCLC	BMA	bma_alk_eml4_v3_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:532
CV914-0307	BMA-ALK-EML4-V3-NSCLC	BMA	bma_alk_eml4_v3_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:533
CV914-0308	BMA-ALK-G1202R-NSCLC	BMA	bma_alk_g1202r_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:536
CV914-0309	BMA-ALK-G1202R-NSCLC	BMA	bma_alk_g1202r_nsclc.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:537
CV914-0310	BMA-ALK-L1196M-NSCLC	BMA	bma_alk_l1196m_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:540
CV914-0311	BMA-ALK-L1196M-NSCLC	BMA	bma_alk_l1196m_nsclc.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:541
CV914-0312	BMA-ATM-SOMATIC-PROSTATE	BMA	bma_atm_somatic_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:544
CV914-0313	BMA-ATM-SOMATIC-PROSTATE	BMA	bma_atm_somatic_prostate.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:545
CV914-0314	BMA-BCR-ABL1-F317L-CML	BMA	bma_bcr_abl1_f317l_cml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:548
CV914-0315	BMA-BCR-ABL1-F317L-CML	BMA	bma_bcr_abl1_f317l_cml.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:549
CV914-0316	BMA-BCR-ABL1-P190-BALL	BMA	bma_bcr_abl1_p190_ball.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:552
CV914-0317	BMA-BCR-ABL1-P190-BALL	BMA	bma_bcr_abl1_p190_ball.yaml	drug-inconsistency	docs/reviews/citation-verification-2026-04-27.md:553
CV914-0318	BMA-BCR-ABL1-P210-CML	BMA	bma_bcr_abl1_p210_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:556
CV914-0319	BMA-BCR-ABL1-P210-CML	BMA	bma_bcr_abl1_p210_cml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:557
CV914-0320	BMA-BCR-ABL1-V299L-CML	BMA	bma_bcr_abl1_v299l_cml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:560
CV914-0321	BMA-BCR-ABL1-V299L-CML	BMA	bma_bcr_abl1_v299l_cml.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:561
CV914-0322	BMA-BRAF-V600E-GBM	BMA	bma_braf_v600e_gbm.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:564
CV914-0323	BMA-BRAF-V600E-GBM	BMA	bma_braf_v600e_gbm.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:565
CV914-0324	BMA-BRAF-V600E-OVARIAN	BMA	bma_braf_v600e_ovarian.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:568
CV914-0325	BMA-BRAF-V600E-OVARIAN	BMA	bma_braf_v600e_ovarian.yaml	level-mismatch	docs/reviews/citation-verification-2026-04-27.md:569
